ID|uid|act|date|number|art|count|models
166|dad820a4-6334-46e7-b0ad-9519cdc6d81b|ПП|10.11.2011|924||1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|12|5|['qwen', 'qwen', 'gpt', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|10|1|['qwen']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|10.1|1|['qwen']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ГК|||1064|5|['qwen', 'gpt', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ГК|||1083|3|['qwen', 'gemini', 'perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|14.1|3|['qwen', 'perplexity_grok', 'gemini']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|16.1|3|['qwen', 'gpt', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ГК|||1079|4|['gpt', 'perplexity_grok', 'gemini', 'perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|14|2|['perplexity_grok', 'perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ГПК|||131|2|['perplexity_grok', 'perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|1|1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|6|1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|7|1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|18|1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|25.04.2002|40-ФЗ|19|1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ГК|||15|1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ГПК|||28|1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ГПК|||29|1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|Закон Российской Федерации от 07.02.1992 № 2300-1 «О защите прав потребителей»|07.02.1992|2300-1|17|1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|04.06.2018|123-ФЗ|15|1|['perplexity_claude_sonnet']
167|041955ea-ce49-4fad-aa24-22f52ecc5c8e|ФЗ|04.06.2018|123-ФЗ|17|1|['perplexity_claude_sonnet']
168|b7a25663-d964-4e7d-be0b-b547fd59e635|ФЗ|28.03.1998|53-ФЗ|8|4|['qwen', 'qwen', 'gpt', 'gpt', 'gemini', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
168|b7a25663-d964-4e7d-be0b-b547fd59e635|ФЗ|28.03.1998|53-ФЗ|10|2|['qwen', 'gpt']
168|b7a25663-d964-4e7d-be0b-b547fd59e635|ПП|27.11.2006|719||3|['qwen', 'qwen', 'gpt', 'gemini', 'gemini']
168|b7a25663-d964-4e7d-be0b-b547fd59e635|ПП|19.04.2024|506||1|['qwen']
168|b7a25663-d964-4e7d-be0b-b547fd59e635|КОАП|||21.5|2|['gemini', 'perplexity_claude_sonnet']
168|b7a25663-d964-4e7d-be0b-b547fd59e635|ПП|27.11.2006|719|7|1|['perplexity_claude_sonnet']
168|b7a25663-d964-4e7d-be0b-b547fd59e635|ПП|27.11.2006|719|16.1|1|['perplexity_claude_sonnet']
168|b7a25663-d964-4e7d-be0b-b547fd59e635|ПП|27.11.2006|719|21|1|['perplexity_claude_sonnet']
169|2f4480bd-f283-4a69-b6d8-7d6c9f4dd86c|ГК|||246|3|['qwen', 'qwen', 'gpt', 'gemini']
169|2f4480bd-f283-4a69-b6d8-7d6c9f4dd86c|ГК|||247|3|['qwen', 'qwen', 'gpt', 'gemini']
169|2f4480bd-f283-4a69-b6d8-7d6c9f4dd86c|ГК|||248|1|['qwen']
169|2f4480bd-f283-4a69-b6d8-7d6c9f4dd86c|ГК|||249|3|['qwen', 'gpt', 'gemini']
169|2f4480bd-f283-4a69-b6d8-7d6c9f4dd86c|ГК|||250|3|['qwen', 'qwen', 'qwen', 'qwen', 'gpt', 'gpt', 'gpt', 'gemini', 'gemini']
169|2f4480bd-f283-4a69-b6d8-7d6c9f4dd86c|ГК|||244|1|['gpt']
169|2f4480bd-f283-4a69-b6d8-7d6c9f4dd86c|ФЗ|13.07.2015|218-ФЗ|42|1|['gemini']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|Конституция|||49|1|['qwen']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||1.6|1|['qwen']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||26.2|3|['qwen', 'qwen', 'gpt', 'gpt', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||28.6|2|['qwen', 'perplexity_claude_sonnet']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||30.1|2|['qwen', 'perplexity_claude_sonnet']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||30.3|3|['qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||30.6|1|['qwen']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|ФЗ|02.05.2006|59-ФЗ|10|1|['qwen']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|Кодекс города Москвы об административных правонарушениях|21.11.2007|45|8.25|1|['qwen']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||1.5|2|['gpt', 'gemini', 'gemini']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||24.5|2|['gemini', 'perplexity_claude_sonnet']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||29.10|2|['gemini', 'perplexity_claude_sonnet']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||28.1|1|['perplexity_claude_sonnet']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||28.2|1|['perplexity_claude_sonnet']
170|447e3239-3bd9-450a-a28c-fc5fec71905e|КОАП|||30.7|1|['perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ГК|||1064|4|['qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ГК|||1072|4|['qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ФЗ|25.04.2002|40-ФЗ|7|3|['qwen', 'gemini', 'perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ГК|||15|3|['qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ГПК|||23|2|['qwen', 'perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ГПК|||24|2|['qwen', 'perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ГК|||1079|2|['gpt', 'perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ФЗ|25.04.2002|40-ФЗ|3|1|['gpt']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ФЗ|25.04.2002|40-ФЗ|12|2|['gpt', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ГК|||196|1|['perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ГПК|||28|1|['perplexity_claude_sonnet']
171|f88e7ac4-9d9a-4bbe-a476-f8803cf39426|ГК|||1083|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1157|4|['qwen', 'qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1158|2|['qwen', 'qwen', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1154|3|['qwen', 'gpt', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1153|3|['qwen', 'gemini', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1152|3|['qwen', 'gpt', 'gpt', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|НК|||217|1|['qwen']
172|08c55191-e791-4f6e-a0cf-aa22199642db|НК|||217.1|4|['qwen', 'qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|НК|||220|2|['qwen', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1150|1|['qwen']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1114|1|['gpt']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1142|3|['gpt', 'gemini', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1175|2|['gemini', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1141|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1143|1|['perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||1112|1|['perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|ГК|||256|1|['perplexity_claude_sonnet']
172|08c55191-e791-4f6e-a0cf-aa22199642db|СК|||34|1|['perplexity_claude_sonnet']
173|79657fe0-3745-4841-9831-60dc900bfa86|НК|||220|4|['qwen', 'qwen', 'gpt', 'gemini', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
173|79657fe0-3745-4841-9831-60dc900bfa86|НК|||210|4|['qwen', 'gpt', 'gemini', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
173|79657fe0-3745-4841-9831-60dc900bfa86|НК|||214.2|3|['qwen', 'gpt', 'perplexity_claude_sonnet']
173|79657fe0-3745-4841-9831-60dc900bfa86|НК|||224|1|['qwen']
173|79657fe0-3745-4841-9831-60dc900bfa86|НК|||229|2|['qwen', 'qwen', 'perplexity_claude_sonnet']
173|79657fe0-3745-4841-9831-60dc900bfa86|НК|||228|1|['qwen']
173|79657fe0-3745-4841-9831-60dc900bfa86|НК|||78|1|['perplexity_claude_sonnet']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|НК|||219|4|['qwen', 'qwen', 'qwen', 'qwen', 'qwen', 'qwen', 'gpt', 'gpt', 'gemini', 'gemini', 'gemini', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|НК|||78|2|['qwen', 'qwen', 'qwen', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|НК|||88|2|['qwen', 'perplexity_claude_sonnet']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|Приказ ФНС России|20.10.2025|ЕД-7-11/913@||1|['qwen']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|НК|||229|2|['qwen', 'perplexity_claude_sonnet']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|НК|||216|1|['gpt']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|НК|||221.1|2|['gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|НК|||210|1|['perplexity_claude_sonnet']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|Приказ ФНС России «Об утверждении формы справки об оплате образовательных услуг для представления в налоговый орган, порядка её заполнения, формата и порядка представления в налоговый орган образовательной организацией и индивидуальным предпринимателем, осуществляющими образовательную деятельность, сведений о фактических расходах налогоплательщика на оказанные услуги, необходимых для предоставления социального налогового вычета по налогу на доходы физических лиц, в электронной форме»|18.10.2023|ЕД-7-11/755@|1|1|['perplexity_claude_sonnet']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|Приказ ФНС России «Об утверждении формы справки об оплате образовательных услуг для представления в налоговый орган, порядка её заполнения, формата и порядка представления в налоговый орган образовательной организацией и индивидуальным предпринимателем, осуществляющими образовательную деятельность, сведений о фактических расходах налогоплательщика на оказанные услуги, необходимых для предоставления социального налогового вычета по налогу на доходы физических лиц, в электронной форме»|18.10.2023|ЕД-7-11/755@||1|['perplexity_claude_sonnet']
174|91b7f6e8-bfaf-44dd-94ba-1d8890ff84e0|ФЗ|29.12.2012|273-ФЗ|91|1|['perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||153|2|['qwen', 'gpt']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||155|1|['qwen']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||161|2|['qwen', 'gpt']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||162|1|['qwen']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||157.2|2|['qwen', 'qwen', 'gpt']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ПП|06.05.2011|354||2|['qwen', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ГК|||445|2|['qwen', 'gemini']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ГК|||421|1|['qwen']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||16|2|['qwen', 'perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||154|1|['gpt']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||157|1|['gpt']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||44|1|['gpt']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ГК|||539|2|['gemini', 'perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ПП|04.05.2012|442||2|['gemini', 'perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ПП|29.07.2013|644||1|['gemini']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||15|1|['perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ФЗ|07.12.2011|416-ФЗ|13|1|['perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ФЗ|26.03.2003|35-ФЗ|37|1|['perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ПП|29.07.2013|645||1|['perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ФЗ|07.02.1992|2300-1|4|1|['perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|ЖК|||20|1|['perplexity_claude_sonnet']
175|bd4bc035-bdfe-4f29-87e6-e6386db42272|КОАП|||7.23|1|['perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГК|||1064|4|['qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГК|||1073|4|['qwen', 'qwen', 'gpt', 'gpt', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГК|||1074|3|['qwen', 'gpt', 'gpt', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГК|||1068|1|['qwen']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГПК|||23|2|['qwen', 'perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГПК|||24|1|['qwen']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ФЗ|29.12.2012|273-ФЗ|28|3|['qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГК|||15|2|['gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГК|||1082|1|['perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГПК|||22|1|['perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГПК|||28|1|['perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГПК|||131|1|['perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГПК|||132|1|['perplexity_claude_sonnet']
176|00e1d06d-42ce-43b2-a933-06c608cfe3cc|ГПК|||196|1|['perplexity_claude_sonnet']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГК|||309|4|['qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГК|||310|4|['qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГК|||393|1|['qwen']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГК|||450|1|['qwen']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГПК|||23|1|['qwen']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГПК|||24|1|['qwen']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГПК|||28|3|['qwen', 'gpt', 'perplexity_claude_sonnet']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГПК|||131|3|['qwen', 'qwen', 'gpt', 'perplexity_claude_sonnet']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГПК|||132|4|['qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|Закон Российской Федерации «О защите прав потребителей»|07.02.1992|2300-1|17|1|['qwen']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГК|||454|2|['gpt', 'perplexity_claude_sonnet']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГК|||395|2|['gpt', 'perplexity_claude_sonnet']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГК|||487|1|['gemini']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГК|||15|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГК|||314|1|['perplexity_claude_sonnet']
177|ca430f52-9e8c-48d6-8e71-7dedb91f4fac|ГК|||463|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
178|e24dede1-2351-42e1-8f5a-903570890b50|КОАП|||12.12|4|['qwen', 'qwen', 'gpt', 'gpt', 'gemini', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
178|e24dede1-2351-42e1-8f5a-903570890b50|КОАП|||4.6|3|['qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
178|e24dede1-2351-42e1-8f5a-903570890b50|КОАП|||32.2|3|['qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
178|e24dede1-2351-42e1-8f5a-903570890b50|КОАП|||4.1|2|['gemini', 'perplexity_claude_sonnet']
178|e24dede1-2351-42e1-8f5a-903570890b50|КОАП|||23.1|1|['perplexity_claude_sonnet']
178|e24dede1-2351-42e1-8f5a-903570890b50|КОАП|||30.1|1|['perplexity_claude_sonnet']
178|e24dede1-2351-42e1-8f5a-903570890b50|КОАП|||30.3|1|['perplexity_claude_sonnet']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||208|1|['qwen']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||209|1|['qwen']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||217|3|['qwen', 'gpt', 'perplexity_claude_sonnet']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||217.1|4|['qwen', 'qwen', 'qwen', 'qwen', 'gpt', 'gpt', 'gemini', 'gemini', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||220|4|['qwen', 'qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||224|3|['qwen', 'gpt', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||228|3|['qwen', 'qwen', 'gpt', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||229|2|['qwen', 'qwen', 'perplexity_claude_sonnet']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||214.10|2|['gemini', 'perplexity_claude_sonnet']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||119|1|['perplexity_claude_sonnet']
179|52f658ee-fd50-4319-a457-fa6292eb6a39|НК|||122|1|['perplexity_claude_sonnet']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ГК|||185|4|['qwen', 'qwen', 'qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ГК|||185.1|4|['qwen', 'qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ГК|||187|3|['qwen', 'qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ГК|||971|1|['qwen']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ФЗ|13.07.2015|218-ФЗ|18|1|['qwen']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-1|53|1|['qwen']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ГК|||182|1|['gpt']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ГК|||186|2|['gpt', 'perplexity_claude_sonnet']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ФЗ|13.07.2015|218-ФЗ|15|1|['gemini']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ГК|||131|1|['perplexity_claude_sonnet']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ГК|||549|1|['perplexity_claude_sonnet']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|ГК|||551|1|['perplexity_claude_sonnet']
180|5f6b97cb-9b3f-4202-a4e6-87466f0b6d61|Основы законодательства Российской Федерации о нотариате|11.02.1993|4462-1|54|1|['perplexity_claude_sonnet']
181|32c8fd3d-433d-4a54-ab76-e5b5747c5b8d|КОАП|||30.1|4|['qwen', 'qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet']
181|32c8fd3d-433d-4a54-ab76-e5b5747c5b8d|КОАП|||30.2|4|['qwen', 'qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
181|32c8fd3d-433d-4a54-ab76-e5b5747c5b8d|КОАП|||30.3|4|['qwen', 'qwen', 'gpt', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
181|32c8fd3d-433d-4a54-ab76-e5b5747c5b8d|КОАП|||30.5|2|['qwen', 'qwen', 'gpt']
181|32c8fd3d-433d-4a54-ab76-e5b5747c5b8d|КОАП|||30.7|3|['qwen', 'gpt', 'perplexity_claude_sonnet']
181|32c8fd3d-433d-4a54-ab76-e5b5747c5b8d|КОАП|||25.1|2|['qwen', 'perplexity_claude_sonnet']
181|32c8fd3d-433d-4a54-ab76-e5b5747c5b8d|КОАП|||25.5|1|['gemini']
181|32c8fd3d-433d-4a54-ab76-e5b5747c5b8d|КОАП|||2.6.1|1|['perplexity_claude_sonnet', 'perplexity_claude_sonnet']
181|32c8fd3d-433d-4a54-ab76-e5b5747c5b8d|КОАП|||28.6|1|['perplexity_claude_sonnet']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|ФЗ|31.05.2001|73-ФЗ|1|1|['qwen']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|ФЗ|31.05.2001|73-ФЗ|8|2|['qwen', 'perplexity_claude_sonnet']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|ФЗ|31.05.2001|73-ФЗ|25|3|['qwen', 'gemini', 'perplexity_claude_sonnet']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|ГПК|||85|2|['qwen', 'gpt']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|ГПК|||86|3|['qwen', 'qwen', 'gemini', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|АПК|||82|2|['qwen', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|АПК|||83|1|['qwen']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|АПК|||86|2|['qwen', 'perplexity_claude_sonnet']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|ГПК|||79|2|['gpt', 'gpt', 'perplexity_claude_sonnet', 'perplexity_claude_sonnet']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|ФЗ|31.05.2001|73-ФЗ|9|1|['gpt']
182|c7decfb9-bfd9-45ab-9d9a-8137d76010f4|ФЗ|31.05.2001|73-ФЗ|41|1|['gpt']
